LET THE FIGHT BEGIN!

--------------------------------------------------

--------------------------------------------------
Tournament Careful vs. Random finished. 
Player tournament scores: 
| Careful | Random |
| 1925.21 | 901.22 |

Tournament summary:
| Careful    | Random     | A | B | C |
| A/0.00 pts | A/0.00 pts | 69  | 71  | 71  |
| B/0.00 pts | B/0.00 pts | 70  | 70  | 72  |
| C/0.00 pts | C/0.00 pts | 71  | 71  | 71  |
| A/0.00 pts | A/0.00 pts | 70  | 72  | 72  |
| B/0.00 pts | B/0.00 pts | 71  | 71  | 73  |
| C/0.00 pts | C/0.00 pts | 72  | 72  | 72  |
| A/0.00 pts | A/0.00 pts | 71  | 73  | 73  |
| B/0.00 pts | B/0.00 pts | 72  | 72  | 74  |
| C/0.00 pts | C/0.00 pts | 73  | 73  | 73  |
| A/0.00 pts | A/0.00 pts | 72  | 74  | 74  |
| B/0.00 pts | B/0.00 pts | 73  | 73  | 75  |
| C/0.00 pts | C/0.00 pts | 74  | 74  | 74  |
| A/0.00 pts | A/0.00 pts | 73  | 75  | 75  |
| B/0.00 pts | B/0.00 pts | 74  | 74  | 76  |
| C/0.00 pts | C/0.00 pts | 75  | 75  | 75  |
| A/0.00 pts | A/0.00 pts | 74  | 76  | 76  |
| B/0.00 pts | B/0.00 pts | 75  | 75  | 77  |
| C/0.00 pts | C/0.00 pts | 76  | 76  | 76  |
| A/0.00 pts | A/0.00 pts | 75  | 77  | 77  |
| B/0.00 pts | B/0.00 pts | 76  | 76  | 78  |
| C/0.00 pts | C/0.00 pts | 77  | 77  | 77  |
| A/0.00 pts | A/0.00 pts | 76  | 78  | 78  |
| B/0.00 pts | B/0.00 pts | 77  | 77  | 79  |
| C/0.00 pts | C/0.00 pts | 78  | 78  | 78  |
| A/0.00 pts | A/0.00 pts | 77  | 79  | 79  |
| B/0.00 pts | B/0.00 pts | 78  | 78  | 80  |
| C/0.00 pts | C/0.00 pts | 79  | 79  | 79  |
| A/0.00 pts | A/0.00 pts | 78  | 80  | 80  |
| B/0.00 pts | B/0.00 pts | 79  | 79  | 81  |
| C/0.00 pts | C/0.00 pts | 80  | 80  | 80  |
| A/0.00 pts | A/0.00 pts | 79  | 81  | 81  |
| B/0.00 pts | B/0.00 pts | 80  | 80  | 82  |
| C/0.00 pts | C/0.00 pts | 81  | 81  | 81  |
| A/0.00 pts | A/0.00 pts | 80  | 82  | 82  |
| B/0.00 pts | B/0.00 pts | 81  | 81  | 83  |
| C/0.00 pts | C/0.00 pts | 82  | 82  | 82  |
| A/0.00 pts | A/0.00 pts | 81  | 83  | 83  |
| B/0.00 pts | B/0.00 pts | 82  | 82  | 84  |
| C/0.00 pts | C/0.00 pts | 83  | 83  | 83  |
| A/0.00 pts | A/0.00 pts | 82  | 84  | 84  |
| B/0.00 pts | B/0.00 pts | 83  | 83  | 85  |
| C/0.00 pts | C/0.00 pts | 84  | 84  | 84  |
| A/0.00 pts | A/0.00 pts | 83  | 85  | 85  |
| B/0.00 pts | B/0.00 pts | 84  | 84  | 86  |
| C/0.00 pts | C/0.00 pts | 85  | 85  | 85  |
| A/0.00 pts | A/0.00 pts | 84  | 86  | 86  |
| B/0.00 pts | B/0.00 pts | 85  | 85  | 87  |
| C/0.00 pts | C/0.00 pts | 86  | 86  | 86  |
| A/0.00 pts | A/0.00 pts | 85  | 87  | 87  |
| B/0.00 pts | B/0.00 pts | 86  | 86  | 88  |
| C/0.00 pts | C/0.00 pts | 87  | 87  | 87  |
| A/0.00 pts | A/0.00 pts | 86  | 88  | 88  |
| B/0.00 pts | B/0.00 pts | 87  | 87  | 89  |
| C/0.00 pts | C/0.00 pts | 88  | 88  | 88  |
| A/0.00 pts | A/0.00 pts | 87  | 89  | 89  |
| B/0.00 pts | B/0.00 pts | 88  | 88  | 90  |
| C/0.00 pts | C/0.00 pts | 89  | 89  | 89  |
| A/0.00 pts | A/0.00 pts | 88  | 90  | 90  |
| B/0.00 pts | B/0.00 pts | 89  | 89  | 91  |
| C/0.00 pts | C/0.00 pts | 90  | 90  | 90  |
| A/0.00 pts | A/0.00 pts | 89  | 91  | 91  |
| B/0.00 pts | B/0.00 pts | 90  | 90  | 92  |
| C/0.00 pts | C/0.00 pts | 91  | 91  | 91  |
| A/0.00 pts | A/0.00 pts | 90  | 92  | 92  |
| B/0.00 pts | B/0.00 pts | 91  | 91  | 93  |
| C/0.00 pts | C/0.00 pts | 92  | 92  | 92  |
| A/0.00 pts | A/0.00 pts | 91  | 93  | 93  |
| B/0.00 pts | B/0.00 pts | 92  | 92  | 94  |
| C/0.00 pts | C/0.00 pts | 93  | 93  | 93  |
| A/0.00 pts | A/0.00 pts | 92  | 94  | 94  |
| B/0.00 pts | B/0.00 pts | 93  | 93  | 95  |
| C/0.00 pts | C/0.00 pts | 94  | 94  | 94  |
| A/0.00 pts | A/0.00 pts | 93  | 95  | 95  |
| B/0.00 pts | B/0.00 pts | 94  | 94  | 96  |
| C/0.00 pts | C/0.00 pts | 95  | 95  | 95  |
| A/0.00 pts | A/0.00 pts | 94  | 96  | 96  |
| B/0.00 pts | B/0.00 pts | 95  | 95  | 97  |
| C/0.00 pts | C/0.00 pts | 96  | 96  | 96  |
| A/0.00 pts | A/0.00 pts | 95  | 97  | 97  |
| B/0.00 pts | B/0.00 pts | 96  | 96  | 98  |
| C/0.00 pts | C/0.00 pts | 97  | 97  | 97  |
| A/0.00 pts | A/0.00 pts | 96  | 98  | 98  |
| B/0.00 pts | B/0.00 pts | 97  | 97  | 99  |
| C/0.00 pts | C/0.00 pts | 98  | 98  | 98  |
| A/0.00 pts | A/0.00 pts | 97  | 99  | 99  |
| B/0.00 pts | B/0.00 pts | 98  | 98  | 100 |
| C/0.00 pts | C/0.00 pts | 99  | 99  | 99  |
| A/0.00 pts | A/0.00 pts | 98  | 100 | 100 |
| B/0.00 pts | B/0.00 pts | 99  | 99  | 101 |
| C/0.00 pts | C/0.00 pts | 100 | 100 | 100 |
| A/0.00 pts | A/0.00 pts | 99  | 101 | 101 |
| B/0.00 pts | B/0.00 pts | 100 | 100 | 102 |
| C/0.00 pts | C/0.00 pts | 101 | 101 | 101 |
| A/0.00 pts | A/0.00 pts | 100 | 102 | 102 |
| B/0.00 pts | B/0.00 pts | 101 | 101 | 103 |
| C/0.00 pts | C/0.00 pts | 102 | 102 | 102 |
| A/0.00 pts | A/0.00 pts | 101 | 103 | 103 |
| B/0.00 pts | B/0.00 pts | 102 | 102 | 104 |
| C/0.00 pts | C/0.00 pts | 103 | 103 | 103 |
| A/0.00 pts | A/0.00 pts | 102 | 104 | 104 |
| B/0.00 pts | B/0.00 pts | 103 | 103 | 105 |
| C/0.00 pts | C/0.00 pts | 104 | 104 | 104 |
| A/0.00 pts | A/0.00 pts | 103 | 105 | 105 |
| B/0.00 pts | B/0.00 pts | 104 | 104 | 106 |
| C/0.00 pts | C/0.00 pts | 105 | 105 | 105 |
| A/0.00 pts | A/0.00 pts | 104 | 106 | 106 |
| B/0.00 pts | B/0.00 pts | 105 | 105 | 107 |
| C/0.00 pts | C/0.00 pts | 106 | 106 | 106 |
| A/0.00 pts | A/0.00 pts | 105 | 107 | 107 |
| B/0.00 pts | B/0.00 pts | 106 | 106 | 108 |
| C/0.00 pts | C/0.00 pts | 107 | 107 | 107 |
| A/0.00 pts | A/0.00 pts | 106 | 108 | 108 |
| B/0.00 pts | B/0.00 pts | 107 | 107 | 109 |
| C/0.00 pts | C/0.00 pts | 108 | 108 | 108 |
| A/0.00 pts | A/0.00 pts | 107 | 109 | 109 |
| B/0.00 pts | B/0.00 pts | 108 | 108 | 110 |
| C/0.00 pts | C/0.00 pts | 109 | 109 | 109 |
| A/0.00 pts | A/0.00 pts | 108 | 110 | 110 |
| B/0.00 pts | B/0.00 pts | 109 | 109 | 111 |
| C/0.00 pts | C/0.00 pts | 110 | 110 | 110 |
| A/0.00 pts | A/0.00 pts | 109 | 111 | 111 |
| B/0.00 pts | B/0.00 pts | 110 | 110 | 112 |
| C/0.00 pts | C/0.00 pts | 111 | 111 | 111 |
| A/0.00 pts | A/0.00 pts | 110 | 112 | 112 |
| B/0.00 pts | B/0.00 pts | 111 | 111 | 113 |
| C/0.00 pts | C/0.00 pts | 112 | 112 | 112 |
| A/0.00 pts | A/0.00 pts | 111 | 113 | 113 |
| B/0.00 pts | B/0.00 pts | 112 | 112 | 114 |
| C/0.00 pts | C/0.00 pts | 113 | 113 | 113 |
| A/0.00 pts | A/0.00 pts | 112 | 114 | 114 |
| B/0.00 pts | B/0.00 pts | 113 | 113 | 115 |
| C/0.00 pts | C/0.00 pts | 114 | 114 | 114 |
| A/0.00 pts | A/0.00 pts | 113 | 115 | 115 |
| B/0.00 pts | B/0.00 pts | 114 | 114 | 116 |
| C/0.00 pts | C/0.00 pts | 115 | 115 | 115 |
| A/0.00 pts | A/0.00 pts | 114 | 116 | 116 |
| B/0.00 pts | B/0.00 pts | 115 | 115 | 117 |
| C/0.00 pts | C/0.00 pts | 116 | 116 | 116 |
| A/0.00 pts | A/0.00 pts | 115 | 117 | 117 |
| B/0.00 pts | B/0.00 pts | 116 | 116 | 118 |
| C/0.00 pts | C/0.00 pts | 117 | 117 | 117 |
| A/0.00 pts | A/0.00 pts | 116 | 118 | 118 |
| B/0.00 pts | B/0.00 pts | 117 | 117 | 119 |
| C/0.00 pts | C/0.00 pts | 118 | 118 | 118 |
| A/0.00 pts | A/0.00 pts | 117 | 119 | 119 |
| B/0.00 pts | B/0.00 pts | 118 | 118 | 120 |
| C/0.00 pts | C/0.00 pts | 119 | 119 | 119 |
| A/0.00 pts | A/0.00 pts | 118 | 120 | 120 |
| B/0.00 pts | B/0.00 pts | 119 | 119 | 121 |
| C/0.00 pts | C/0.00 pts | 120 | 120 | 120 |
| A/0.00 pts | A/0.00 pts | 119 | 121 | 121 |
| B/0.00 pts | B/0.00 pts | 120 | 120 | 122 |
| C/0.00 pts | C/0.00 pts | 121 | 121 | 121 |
| A/0.00 pts | A/0.00 pts | 120 | 122 | 122 |
| B/0.00 pts | B/0.00 pts | 121 | 121 | 123 |
| C/0.00 pts | C/0.00 pts | 122 | 122 | 122 |
| A/0.00 pts | A/0.00 pts | 121 | 123 | 123 |
| B/0.00 pts | B/0.00 pts | 122 | 122 | 124 |
| C/0.00 pts | C/0.00 pts | 123 | 123 | 123 |
| A/0.00 pts | A/0.00 pts | 122 | 124 | 124 |
| B/0.00 pts | B/0.00 pts | 123 | 123 | 125 |
| C/0.00 pts | C/0.00 pts | 124 | 124 | 124 |
| A/0.00 pts | A/0.00 pts | 123 | 125 | 125 |
| B/0.00 pts | B/0.00 pts | 124 | 124 | 126 |
| C/0.00 pts | C/0.00 pts | 125 | 125 | 125 |
| A/0.00 pts | A/0.00 pts | 124 | 126 | 126 |
| B/0.00 pts | B/0.00 pts | 125 | 125 | 127 |
| C/0.00 pts | C/0.00 pts | 126 | 126 | 126 |
| A/0.00 pts | A/0.00 pts | 125 | 127 | 127 |
| B/0.00 pts | B/0.00 pts | 126 | 126 | 128 |
| C/0.00 pts | C/0.00 pts | 127 | 127 | 127 |
| A/0.00 pts | A/0.00 pts | 126 | 128 | 128 |
| B/0.00 pts | B/0.00 pts | 127 | 127 | 129 |
| C/0.00 pts | C/0.00 pts | 128 | 128 | 128 |
| A/0.00 pts | A/0.00 pts | 127 | 129 | 129 |
| B/0.00 pts | B/0.00 pts | 128 | 128 | 130 |
| C/0.00 pts | C/0.00 pts | 129 | 129 | 129 |
| A/0.00 pts | A/0.00 pts | 128 | 130 | 130 |
| B/0.00 pts | B/0.00 pts | 129 | 129 | 131 |
| C/0.00 pts | C/0.00 pts | 130 | 130 | 130 |
| A/0.00 pts | A/0.00 pts | 129 | 131 | 131 |
| B/0.00 pts | B/0.00 pts | 130 | 130 | 132 |
| C/0.00 pts | C/0.00 pts | 131 | 131 | 131 |
| A/0.00 pts | A/0.00 pts | 130 | 132 | 132 |
| B/0.00 pts | B/0.00 pts | 131 | 131 | 133 |
| C/0.00 pts | C/0.00 pts | 132 | 132 | 132 |
| A/0.00 pts | A/0.00 pts | 131 | 133 | 133 |
| B/0.00 pts | B/0.00 pts | 132 | 132 | 134 |
| C/0.00 pts | C/0.00 pts | 133 | 133 | 133 |
| A/0.00 pts | A/0.00 pts | 132 | 134 | 134 |
| B/0.00 pts | B/0.00 pts | 133 | 133 | 135 |
| C/0.00 pts | C/0.00 pts | 134 | 134 | 134 |
| A/0.00 pts | A/0.00 pts | 133 | 135 | 135 |
| B/0.00 pts | B/0.00 pts | 134 | 134 | 136 |
| C/0.00 pts | C/0.00 pts | 135 | 135 | 135 |
| A/0.00 pts | A/0.00 pts | 134 | 136 | 136 |
| B/0.00 pts | B/0.00 pts | 135 | 135 | 137 |
| C/0.00 pts | C/0.00 pts | 136 | 136 | 136 |
| A/0.00 pts | A/0.00 pts | 135 | 137 | 137 |
| B/0.00 pts | B/0.00 pts | 136 | 136 | 138 |
| C/0.00 pts | C/0.00 pts | 137 | 137 | 137 |
| A/0.00 pts | A/0.00 pts | 136 | 138 | 138 |
| B/0.00 pts | B/0.00 pts | 137 | 137 | 139 |
| C/0.00 pts | C/0.00 pts | 138 | 138 | 138 |
| A/0.00 pts | A/0.00 pts | 137 | 139 | 139 |
| B/0.00 pts | B/0.00 pts | 138 | 138 | 140 |
| C/0.00 pts | C/0.00 pts | 139 | 139 | 139 |
| A/0.00 pts | A/0.00 pts | 138 | 140 | 140 |
| B/0.00 pts | B/0.00 pts | 139 | 139 | 141 |
| C/0.00 pts | C/0.00 pts | 140 | 140 | 140 |
| A/0.00 pts | A/0.00 pts | 139 | 141 | 141 |
| B/0.00 pts | B/0.00 pts | 140 | 140 | 142 |
| C/0.00 pts | C/0.00 pts | 141 | 141 | 141 |
| A/0.00 pts | A/0.00 pts | 140 | 142 | 142 |
| B/0.00 pts | B/0.00 pts | 141 | 141 | 143 |
| C/0.00 pts | C/0.00 pts | 142 | 142 | 142 |
| A/0.00 pts | A/0.00 pts | 141 | 143 | 143 |
| B/0.00 pts | B/0.00 pts | 142 | 142 | 144 |
| C/0.00 pts | C/0.00 pts | 143 | 143 | 143 |
| A/0.00 pts | A/0.00 pts | 142 | 144 | 144 |
| B/0.00 pts | B/0.00 pts | 143 | 143 | 145 |
| C/0.00 pts | C/0.00 pts | 144 | 144 | 144 |
| A/0.00 pts | A/0.00 pts | 143 | 145 | 145 |
| B/0.00 pts | B/0.00 pts | 144 | 144 | 146 |
| C/0.00 pts | C/0.00 pts | 145 | 145 | 145 |
| A/0.00 pts | A/0.00 pts | 144 | 146 | 146 |
| B/0.00 pts | B/0.00 pts | 145 | 145 | 147 |
| C/0.00 pts | C/0.00 pts | 146 | 146 | 146 |
| A/0.00 pts | A/0.00 pts | 145 | 147 | 147 |
| B/0.00 pts | B/0.00 pts | 146 | 146 | 148 |
| C/0.00 pts | C/0.00 pts | 147 | 147 | 147 |
| A/0.00 pts | A/0.00 pts | 146 | 148 | 148 |
| B/0.00 pts | B/0.00 pts | 147 | 147 | 149 |
| C/0.00 pts | C/0.00 pts | 148 | 148 | 148 |
| A/0.00 pts | A/0.00 pts | 147 | 149 | 149 |
| B/0.00 pts | B/0.00 pts | 148 | 148 | 150 |
| C/0.00 pts | C/0.00 pts | 149 | 149 | 149 |
| A/0.00 pts | A/0.00 pts | 148 | 150 | 150 |
| B/0.00 pts | B/0.00 pts | 149 | 149 | 151 |
| C/0.00 pts | C/0.00 pts | 150 | 150 | 150 |
| A/0.00 pts | A/0.00 pts | 149 | 151 | 151 |
| B/0.00 pts | B/0.00 pts | 150 | 150 | 152 |
| C/0.00 pts | C/0.00 pts | 151 | 151 | 151 |
| A/0.00 pts | A/0.00 pts | 150 | 152 | 152 |
| B/0.00 pts | B/0.00 pts | 151 | 151 | 153 |
| C/0.00 pts | C/0.00 pts | 152 | 152 | 152 |
| A/0.00 pts | A/0.00 pts | 151 | 153 | 153 |
| B/0.00 pts | B/0.00 pts | 152 | 152 | 154 |
| C/0.00 pts | C/0.00 pts | 153 | 153 | 153 |
| A/0.00 pts | A/0.00 pts | 152 | 154 | 154 |
| B/0.00 pts | B/0.00 pts | 153 | 153 | 155 |
| C/0.00 pts | C/0.00 pts | 154 | 154 | 154 |
| A/0.00 pts | A/0.00 pts | 153 | 155 | 155 |
| B/0.00 pts | B/0.00 pts | 154 | 154 | 156 |
| C/0.00 pts | C/0.00 pts | 155 | 155 | 155 |
| A/0.00 pts | A/0.00 pts | 154 | 156 | 156 |
| B/0.00 pts | B/0.00 pts | 155 | 155 | 157 |
| C/0.00 pts | C/0.00 pts | 156 | 156 | 156 |
| A/0.00 pts | A/0.00 pts | 155 | 157 | 157 |
| B/0.00 pts | B/0.00 pts | 156 | 156 | 158 |
| C/0.00 pts | C/0.00 pts | 157 | 157 | 157 |
| A/0.00 pts | A/0.00 pts | 156 | 158 | 158 |
| B/0.00 pts | B/0.00 pts | 157 | 157 | 159 |
| C/0.00 pts | C/0.00 pts | 158 | 158 | 158 |
| A/0.00 pts | A/0.00 pts | 157 | 159 | 159 |
| B/0.00 pts | B/0.00 pts | 158 | 158 | 160 |
| C/0.00 pts | C/0.00 pts | 159 | 159 | 159 |
| A/0.00 pts | A/0.00 pts | 158 | 160 | 160 |
| B/0.00 pts | B/0.00 pts | 159 | 159 | 161 |
| C/0.00 pts | C/0.00 pts | 160 | 160 | 160 |
| A/0.00 pts | A/0.00 pts | 159 | 161 | 161 |
| B/0.00 pts | B/0.00 pts | 160 | 160 | 162 |
| C/0.00 pts | C/0.00 pts | 161 | 161 | 161 |
| A/0.00 pts | A/0.00 pts | 160 | 162 | 162 |
| B/0.00 pts | B/0.00 pts | 161 | 161 | 163 |
| C/0.00 pts | C/0.00 pts | 162 | 162 | 162 |
| A/0.00 pts | A/0.00 pts | 161 | 163 | 163 |
| B/0.00 pts | B/0.00 pts | 162 | 162 | 164 |
| C/0.00 pts | C/0.00 pts | 163 | 163 | 163 |
| A/0.00 pts | A/0.00 pts | 162 | 164 | 164 |
| B/0.00 pts | B/0.00 pts | 163 | 163 | 165 |
| C/0.00 pts | C/0.00 pts | 164 | 164 | 164 |
| A/0.00 pts | A/0.00 pts | 163 | 165 | 165 |
| B/0.00 pts | B/0.00 pts | 164 | 164 | 166 |
| C/0.00 pts | C/0.00 pts | 165 | 165 | 165 |
| A/0.00 pts | A/0.00 pts | 164 | 166 | 166 |
| B/0.00 pts | B/0.00 pts | 165 | 165 | 167 |
| C/0.00 pts | C/0.00 pts | 166 | 166 | 166 |
| A/0.00 pts | A/0.00 pts | 165 | 167 | 167 |
| B/0.00 pts | B/0.00 pts | 166 | 166 | 168 |
| C/0.00 pts | C/0.00 pts | 167 | 167 | 167 |
| A/0.00 pts | A/0.00 pts | 166 | 168 | 168 |
| B/0.00 pts | B/0.00 pts | 167 | 167 | 169 |
| C/0.00 pts | C/0.00 pts | 168 | 168 | 168 |
| A/0.00 pts | A/0.00 pts | 167 | 169 | 169 |
| B/0.00 pts | B/0.00 pts | 168 | 168 | 170 |
| C/0.00 pts | C/0.00 pts | 169 | 169 | 169 |
| A/0.00 pts | A/0.00 pts | 168 | 170 | 170 |
| B/0.00 pts | B/0.00 pts | 169 | 169 | 171 |
| C/0.00 pts | C/0.00 pts | 170 | 170 | 170 |
| A/0.00 pts | A/0.00 pts | 169 | 171 | 171 |
| B/0.00 pts | B/0.00 pts | 170 | 170 | 172 |
| C/0.00 pts | C/0.00 pts | 171 | 171 | 171 |
| A/0.00 pts | A/0.00 pts | 170 | 172 | 172 |
| B/0.00 pts | B/0.00 pts | 171 | 171 | 173 |
| C/0.00 pts | C/0.00 pts | 172 | 172 | 172 |
| A/0.00 pts | A/0.00 pts | 171 | 173 | 173 |
| B/0.00 pts | B/0.00 pts | 172 | 172 | 174 |
| C/0.00 pts | C/0.00 pts | 173 | 173 | 173 |
| A/0.00 pts | A/0.00 pts | 172 | 174 | 174 |
| B/0.00 pts | B/0.00 pts | 173 | 173 | 175 |
| C/0.00 pts | C/0.00 pts | 174 | 174 | 174 |
| A/0.00 pts | A/0.00 pts | 173 | 175 | 175 |
| B/0.00 pts | B/0.00 pts | 174 | 174 | 176 |
| C/0.00 pts | C/0.00 pts | 175 | 175 | 175 |
| A/0.00 pts | A/0.00 pts | 174 | 176 | 176 |
| B/0.00 pts | B/0.00 pts | 175 | 175 | 177 |
| C/0.00 pts | C/0.00 pts | 176 | 176 | 176 |
| A/0.00 pts | A/0.00 pts | 175 | 177 | 177 |
| B/0.00 pts | B/0.00 pts | 176 | 176 | 178 |
| C/0.00 pts | C/0.00 pts | 177 | 177 | 177 |
| A/0.00 pts | A/0.00 pts | 176 | 178 | 178 |
| B/0.00 pts | B/0.00 pts | 177 | 177 | 179 |
| C/0.00 pts | C/0.00 pts | 178 | 178 | 178 |
| A/0.00 pts | A/0.00 pts | 177 | 179 | 179 |
| B/0.00 pts | B/0.00 pts | 178 | 178 | 180 |
| C/0.00 pts | C/0.00 pts | 179 | 179 | 179 |
| A/0.00 pts | A/0.00 pts | 178 | 180 | 180 |
| B/0.00 pts | B/0.00 pts | 179 | 179 | 181 |
| C/0.00 pts | C/0.00 pts | 180 | 180 | 180 |
| A/0.00 pts | A/0.00 pts | 179 | 181 | 181 |
| B/0.00 pts | B/0.00 pts | 180 | 180 | 182 |
| C/0.00 pts | C/0.00 pts | 181 | 181 | 181 |
| A/0.00 pts | A/0.00 pts | 180 | 182 | 182 |
| B/0.00 pts | B/0.00 pts | 181 | 181 | 183 |
| C/0.00 pts | C/0.00 pts | 182 | 182 | 182 |
| A/0.00 pts | A/0.00 pts | 181 | 183 | 183 |
| B/0.00 pts | B/0.00 pts | 182 | 182 | 184 |
| C/0.00 pts | C/0.00 pts | 183 | 183 | 183 |
| A/0.00 pts | A/0.00 pts | 182 | 184 | 184 |
| B/0.00 pts | B/0.00 pts | 183 | 183 | 185 |
| C/0.00 pts | C/0.00 pts | 184 | 184 | 184 |
| A/0.00 pts | A/0.00 pts | 183 | 185 | 185 |
| B/0.00 pts | B/0.00 pts | 184 | 184 | 186 |
| C/0.00 pts | C/0.00 pts | 185 | 185 | 185 |
| A/0.00 pts | A/0.00 pts | 184 | 186 | 186 |
| B/0.00 pts | B/0.00 pts | 185 | 185 | 187 |
| C/0.00 pts | C/0.00 pts | 186 | 186 | 186 |
| A/0.00 pts | A/0.00 pts | 185 | 187 | 187 |
| B/0.00 pts | B/0.00 pts | 186 | 186 | 188 |
| C/0.00 pts | C/0.00 pts | 187 | 187 | 187 |
| A/0.00 pts | A/0.00 pts | 186 | 188 | 188 |
| B/0.00 pts | B/0.00 pts | 187 | 187 | 189 |
| C/0.00 pts | C/0.00 pts | 188 | 188 | 188 |
| A/0.00 pts | A/0.00 pts | 187 | 189 | 189 |
| B/0.00 pts | B/0.00 pts | 188 | 188 | 190 |
| C/0.00 pts | C/0.00 pts | 189 | 189 | 189 |
| A/0.00 pts | A/0.00 pts | 188 | 190 | 190 |
| B/0.00 pts | B/0.00 pts | 189 | 189 | 191 |
| C/0.00 pts | C/0.00 pts | 190 | 190 | 190 |
| A/0.00 pts | A/0.00 pts | 189 | 191 | 191 |
| B/0.00 pts | B/0.00 pts | 190 | 190 | 192 |
| C/0.00 pts | C/0.00 pts | 191 | 191 | 191 |
| A/0.00 pts | A/0.00 pts | 190 | 192 | 192 |
| B/0.00 pts | B/0.00 pts | 191 | 191 | 193 |
| C/0.00 pts | C/0.00 pts | 192 | 192 | 192 |
| A/0.00 pts | A/0.00 pts | 191 | 193 | 193 |
| B/0.00 pts | B/0.00 pts | 192 | 192 | 194 |
| C/0.00 pts | C/0.00 pts | 193 | 193 | 193 |
| A/0.00 pts | A/0.00 pts | 192 | 194 | 194 |
| B/0.00 pts | B/0.00 pts | 193 | 193 | 195 |
| C/0.00 pts | C/0.00 pts | 194 | 194 | 194 |
| A/0.00 pts | A/0.00 pts | 193 | 195 | 195 |
| B/0.00 pts | B/0.00 pts | 194 | 194 | 196 |
| C/0.00 pts | C/0.00 pts | 195 | 195 | 195 |
| A/0.00 pts | A/0.00 pts | 194 | 196 | 196 |
| B/0.00 pts | B/0.00 pts | 195 | 195 | 197 |
| C/0.00 pts | C/0.00 pts | 196 | 196 | 196 |
| A/0.00 pts | A/0.00 pts | 195 | 197 | 197 |
| B/0.00 pts | B/0.00 pts | 196 | 196 | 198 |
| C/0.00 pts | C/0.00 pts | 197 | 197 | 197 |
| A/0.00 pts | A/0.00 pts | 196 | 198 | 198 |
| B/0.00 pts | B/0.00 pts | 197 | 197 | 199 |
| C/0.00 pts | C/0.00 pts | 198 | 198 | 198 |
| A/0.00 pts | A/0.00 pts | 197 | 199 | 199 |
| B/0.00 pts | B/0.00 pts | 198 | 198 | 200 |
| C/0.00 pts | C/0.00 pts | 199 | 199 | 199 |
| A/0.00 pts | A/0.00 pts | 198 | 200 | 200 |
| B/0.00 pts | B/0.00 pts | 199 | 199 | 201 |
| C/0.00 pts | C/0.00 pts | 200 | 200 | 200 |
| A/0.00 pts | A/0.00 pts | 199 | 201 | 201 |
| B/0.00 pts | B/0.00 pts | 200 | 200 | 202 |
| C/0.00 pts | C/0.00 pts | 201 | 201 | 201 |
| A/0.00 pts | A/0.00 pts | 200 | 202 | 202 |
| B/0.00 pts | B/0.00 pts | 201 | 201 | 203 |
| C/0.00 pts | C/0.00 pts | 202 | 202 | 202 |
| A/0.00 pts | A/0.00 pts | 201 | 203 | 203 |
| B/0.00 pts | B/0.00 pts | 202 | 202 | 204 |
| C/0.00 pts | C/0.00 pts | 203 | 203 | 203 |
| A/0.00 pts | A/0.00 pts | 202 | 204 | 204 |
| B/0.00 pts | B/0.00 pts | 203 | 203 | 205 |
| C/0.00 pts | C/0.00 pts | 204 | 204 | 204 |
| A/0.00 pts | A/0.00 pts | 203 | 205 | 205 |
| B/0.00 pts | B/0.00 pts | 204 | 204 | 206 |
| C/0.00 pts | C/0.00 pts | 205 | 205 | 205 |
| A/0.00 pts | A/0.00 pts | 204 | 206 | 206 |
| B/0.00 pts | B/0.00 pts | 205 | 205 | 207 |
| C/0.00 pts | C/0.00 pts | 206 | 206 | 206 |
| A/0.00 pts | A/0.00 pts | 205 | 207 | 207 |
| B/0.00 pts | B/0.00 pts | 206 | 206 | 208 |
| C/0.00 pts | C/0.00 pts | 207 | 207 | 207 |
| A/0.00 pts | A/0.00 pts | 206 | 208 | 208 |
| B/0.00 pts | B/0.00 pts | 207 | 207 | 209 |
| C/0.00 pts | C/0.00 pts | 208 | 208 | 208 |
| A/0.00 pts | A/0.00 pts | 207 | 209 | 209 |
| B/0.00 pts | B/0.00 pts | 208 | 208 | 210 |
| C/0.00 pts | C/0.00 pts | 209 | 209 | 209 |
| A/0.00 pts | A/0.00 pts | 208 | 210 | 210 |
| B/0.00 pts | B/0.00 pts | 209 | 209 | 211 |
| C/0.00 pts | C/0.00 pts | 210 | 210 | 210 |
| A/0.00 pts | A/0.00 pts | 209 | 211 | 211 |
| B/0.00 pts | B/0.00 pts | 210 | 210 | 212 |
| C/0.00 pts | C/0.00 pts | 211 | 211 | 211 |
| A/0.00 pts | A/0.00 pts | 210 | 212 | 212 |
| B/0.00 pts | B/0.00 pts | 211 | 211 | 213 |
| C/0.00 pts | C/0.00 pts | 212 | 212 | 212 |
| A/0.00 pts | A/0.00 pts | 211 | 213 | 213 |
| B/0.00 pts | B/0.00 pts | 212 | 212 | 214 |
| C/0.00 pts | C/0.00 pts | 213 | 213 | 213 |
| A/0.00 pts | A/0.00 pts | 212 | 214 | 214 |
| B/0.00 pts | B/0.00 pts | 213 | 213 | 215 |
| C/0.00 pts | C/0.00 pts | 214 | 214 | 214 |
| A/0.00 pts | A/0.00 pts | 213 | 215 | 215 |
| B/0.00 pts | B/0.00 pts | 214 | 214 | 216 |
